id,full_name,description,position_type,referral_id,employer_id,photo_url,photo_origin,notes,work_title,links,photo_url_2,photo_origin_2,notes_2,work_title_2,links_2,commission_id
39329,Ковальчук Сергей Владимирович,от Гродненской городской организации общественного объединения «Белорусский союз офицеров» и собранием избирателей трудового коллектива хоккейной команды Неман (экстралига) ГУ «Хоккейный клуб «Неман»,1,1839,13703,,,,,,,,«Белорусский союз офицеров» и собранием избирателей трудового коллектива хоккейной команды Неман (экстралига) ГУ «Хоккейный клуб «Неман»,,,3499
39330,Костюк Чеслав Владимирович,от Гродненской городской организации общественного объединения «Белорусский союз ветеранов войны в Афганистане» и собранием избирателей трудового коллектива физкультурно-оздоровительного комплекса ГУ «Хоккейный клуб «Неман»,2,1839,13703,,,,,,,,«Белорусский союз ветеранов войны в Афганистане» и собранием избирателей трудового коллектива физкультурно-оздоровительного комплекса ГУ «Хоккейный клуб «Неман»,,,3499
39331,Посвистелик Владимир Валерьевич,от Гродненской городской организации Белорусского Общества Красного Креста и собранием избирателей трудовых коллективов бухгалтерии и планово¬экономического отдела ГУ «Хоккейный клуб «Неман»,3,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39332,Байкиев Руслан Зайнуллович,от собрания избирателей трудового коллектива службы охраны и противопожарной защиты ГУ «Хоккейный клуб «Неман»,0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39333,Бивойно Андрей Станиславович,"от собрания избирателей трудовых коллективов отдела энергетического, отопления, водопровода и канализации, службы холодильного оборудования и кондиционирования воздуха ГУ «Хоккейный клуб «Неман»",0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39334,Васильева Наталья Николаевна,от граждан путём подачи заявления,0,4000,5512,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0001%20%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0%20%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F%20%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://rovkovichi.schools.by/teacher/121649,"ГУО ""Ровковичский ясли-сад-средняя школа Чечерского района""",,,,,,,,3499
39335,Горбатюк Юлия Владимировна,от собрания избирателей трудового коллектива хоккейной команды Неман (высшая лига) ГУ «Хоккейный клуб «Неман»,0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39336,Гривенная Юлия Дмитриевна,от Ленинской районной организации Белорусского фонда мира,0,15,NULL,,,,,,,,,,,3499
39337,Дворин Константин Яковлевич,от собрания избирателей трудового коллектива административно-хозяйственного отдела ГУ «Хоккейный клуб «Неман»,0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39338,Казакова Наталья Ивановна,от собрания избирателей трудовых коллективов физкультурно-оздоровительного центра и службы автотранспорта ГУ «Хоккейный клуб «Неман»,0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39339,Кислый Сергей Александрович,от собрания избирателей трудового коллектива учебно-спортивного отдела ГУ «Хоккейный клуб «Неман»,0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39340,Конюшкевич Сергей Владимирович,от собрания избирателей трудового коллектива службы ремонта и обслуживания ГУ «Хоккейный клуб «Неман»,0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39341,Левицкий Евгений Евгеньевич,"от Гродненской областной организации Белорусского профессионального союза работников культуры, информации, спорта и туризма",0,22,NULL,,,,,,,,,,,3499
39342,Поваров Вячеслав Валерьевич,"от собрания избирателей трудовых коллективов медико-восстановительного центра, службы электронно-информационного обеспечения и спортивно¬массовых мероприятий ГУ «Хоккейный клуб «Неман»",0,1839,13703,,,,,,,,«Хоккейный клуб «Неман»,,,3499
39343,Старовойт Алла Георгиевна,от Ленинской районной организации общественного объединения «Белорусский союз женщин» г. Гродно,0,8,13703,,,,,,,,,,,3499
39344,Солома Жанна Петровна,от Ленинской районной организации республиканского ОО «Белая Русь» и от граждам нутем подачи заявления,1,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%20%D0%96%D0%B0%D0%BD%D0%BD%D0%B0%20%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/director/1800850,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39345,Ленец Татьяна Витальевна,от граждан путём подачи заявления и Гродненской городской организации Белорусского Общества Красного Креста,2,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%9B%D0%B5%D0%BD%D0%B5%D1%86%20%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0%20%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/administration/194967,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39346,Савко Инна Леонтьевна,"от Гродненской городской организации ""Белорусский профессиональный союз работников образования и науки"" и от граждан рутем подачи заявления",3,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%A1%D0%B0%D0%B2%D0%BA%D0%BE%20%D0%98%D0%BD%D0%BD%D0%B0%20%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/teacher/203425,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39347,Болбат Мария Мечиславовна,от Ленинской районной организации Белорусского фонда мира,0,15,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%91%D0%BE%D0%BB%D0%B1%D0%B0%D1%82%20%D0%9C%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9C%D0%B5%D1%87%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/teacher/203387,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39348,Грунтова Татьяна Алексеевна,от граждан путём подачи заявления,0,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%93%D1%80%D1%83%D0%BD%D1%82%D0%BE%D0%B2%D0%B0%20%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0%20%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/teacher/203391,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39349,Жданюк Анна Владимировна,от Гродненского городского комитета ОО «БРСМ»,0,11,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%96%D0%B4%D0%B0%D0%BD%D1%8E%D0%BA%20%D0%90%D0%BD%D0%BD%D0%B0%20%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/teacher/203394,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39350,Енза Геннадий Викентьевич,от граждан путём подачи заявления,0,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%95%D0%BD%D0%B7%D0%B0%20%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9%20%D0%92%D0%B8%D0%BA%D0%B5%D0%BD%D1%82%D1%8C%D0%B5%D0%B2%D0%B8%D1%87.jpeg,https://16grodno.schools.by/teacher/953275,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39351,Ковальчук Андрей Васильевич,от граждан путём подачи заявления,0,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D1%8C%D1%87%D1%83%D0%BA%20%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9%20%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87.jpeg,https://16grodno.schools.by/teacher/203404,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39352,Ковальчук Снежана Львовна,от собрания избирателей трудового коллектива ГУО «Средняя школа № 16 г. Гродно»,0,1882,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D1%8C%D1%87%D1%83%D0%BA%20%D0%A1%D0%BD%D0%B5%D0%B6%D0%B0%D0%BD%D0%B0%20%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/administration/1885261,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39353,Микула Оксана Михайловна,"от Ленинской районной организации ОО ""Белорусский союз женщин""",0,8,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%9C%D0%B8%D0%BA%D1%83%D0%BB%D0%B0%20%D0%9E%D0%BA%D1%81%D0%B0%D0%BD%D0%B0%20%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/administration/194969,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39354,Пантюхов Николай Петрович,от граждан путём подачи заявления,0,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%9F%D0%B0%D0%BD%D1%82%D1%8E%D1%85%D0%BE%D0%B2%20%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%20%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpeg,https://16grodno.schools.by/teacher/203419,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39355,Савчик Ольга Альфредовна,от граждан путём подачи заявления,0,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%A1%D0%B0%D0%B2%D1%87%D0%B8%D0%BA%20%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0%20%D0%90%D0%BB%D1%8C%D1%84%D1%80%D0%B5%D0%B4%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/teacher/401387,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39356,Стельмах Валентина Алексеевна,от граждан путём подачи заявления,0,4000,4113,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0002%20%D0%A1%D1%82%D0%B5%D0%BB%D1%8C%D0%BC%D0%B0%D1%85%20%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0%20%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://16grodno.schools.by/teacher/451182,"ГУО ""Средняя школа № 16 г. Гродно""",,,,,,,,3500
39357,Нерад Ольга Борисовна,от Ленинской районной организации республиканского ОО «Белая Русь»,1,4,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9D%D0%B5%D1%80%D0%B0%D0%B4%20%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0%20%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/director/394738,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39358,Корнеева Елена Александровна,"от Ленинской районной организации ""Белорусский фонд мира""",2,15,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9A%D0%BE%D1%80%D0%BD%D0%B5%D0%B5%D0%B2%D0%B0%20%D0%95%D0%BB%D0%B5%D0%BD%D0%B0%20%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/administration/398235,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39359,Леванова Галина Станиславовна,"от Гродненской городской организации ""Белорусский профессиональный союз работников образования и науки""",3,26,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0%20%D0%93%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0%20%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/504082,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39360,Антропова Светлана Викторовна,от граждан путём подачи заявления,0,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%90%D0%BD%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D0%B2%D0%B0%20%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D0%B0%D0%BD%D0%B0%20%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/504068,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39361,Витко Ирина Юрьевна,от граждан путём подачи заявления,0,4000,NULL,,,,,,,,,,,3501
39362,Дембицкая Александра Анатольевна,от граждан путём подачи заявления,0,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%94%D0%B5%D0%BC%D0%B1%D0%B8%D1%86%D0%BA%D0%B0%D1%8F%20%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0%20%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/1945650,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39363,Кебец Наталья Петровна,от граждан путём подачи заявления,0,4000,NULL,,,,,,,,,,,3501
39364,Киселева Снежана Александровна,"от Ленинской районной организации ОО ""Белорусский союз женщин""",0,8,NULL,,,,,,,,,,,3501
39365,Лобановская Люцина Томашевна,от граждан путём подачи заявления,0,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9B%D0%BE%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D0%9B%D1%8E%D1%86%D0%B8%D0%BD%D0%B0%20%D0%A2%D0%BE%D0%BC%D0%B0%D1%88%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/504083,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39366,Носель Алла Иосифовна,от граждан путём подачи заявления,0,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9D%D0%BE%D1%81%D0%B5%D0%BB%D1%8C%20%D0%90%D0%BB%D0%BB%D0%B0%20%D0%98%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/504084,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39367,Пашкевич Юлия Сергеевна,от граждан путём подачи заявления,0,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9F%D0%B0%D1%88%D0%BA%D0%B5%D0%B2%D0%B8%D1%87%20%D0%AE%D0%BB%D0%B8%D1%8F%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/2114078,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39368,Петровская Жанна Валерьевна,от граждан путём подачи заявления,0,4000,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D0%96%D0%B0%D0%BD%D0%BD%D0%B0%20%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/504064,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39369,Строганова Елена Евгеньевна,"от Гродненской городской организации ""Белорусское Общество Красного Креста""",0,5,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%A1%D1%82%D1%80%D0%BE%D0%B3%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0%20%D0%95%D0%BB%D0%B5%D0%BD%D0%B0%20%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/administration/398236,"ГУО ""Средняя школа №8 г.Гродно""",,,,,,,,3501
39370,Сушко Ольга Евгеньевна,от собрания избирателей трудового коллектива ГУО «Средняя школа № 8 г. Гродно»,0,1903,NULL,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0003%20%D0%A1%D1%83%D1%88%D0%BA%D0%BE%20%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0%20%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://sh8grodno.schools.by/teacher/504189,"ГУО ""Средняя школа №8 г.Гродно""",,,,,«Средняя школа № 8 г. Гродно»,,,3501
39371,Сергиенко Екатерина Игоревна,"от Гродненской городской организации ""Белорусское Общество Красного Креста"" и собрания избирателей трудового коллектива клинико-диагностической лаборатории ГУЗ «Гродненский областной клинический кожно-венерологический диспансер»",1,1844,11099,,,,,,,,«Гродненский областной клинический кожно-венерологический диспансер»,,,3502
39372,Савченя Ольга Анатольевна,"от Гродненской областной организации ""Белорусский профессиональный союз работников здравоохранения"" и собрания избирателей трудового коллектива серологической лаборатории ГУЗ «Гродненский областной клинический кожно-венерологический диспансер»",2,25,11099,,,,,,,,«Гродненский областной клинический кожно-венерологический диспансер»,,,3502
39373,Можейко Франтишка Антоновна,от собрания избирателей трудового коллектива хозяйственно-обслуживающего персонала ГУЗ «Гродненский областной клинический кожно-венерологический диспансер»,3,1844,11099,,,,,,,,«Гродненский областной клинический кожно-венерологический диспансер»,,,3502
39374,Зверко Татьяна Ивановна,от собрания избирателей трудового коллектива дерматологического отделения стационара ГУЗ «Гродненский областной клинический кожно-венерологический диспансер»,0,1844,11099,,,,,,,,«Гродненский областной клинический кожно-венерологический диспансер»,,,3502
39375,Матвеева Мария Александровна,от Гродненского городского комитета ОО «БРСМ»,0,11,NULL,,,,,,,,,,,3502
39376,Сипайло Наталья Евгеньевна,от собрания избирателей трудового коллектива поликлинического отделения ГУЗ «Гродненский областной клинический кожно-венерологический диспансер»,0,1844,11099,,,,,,,,«Гродненский областной клинический кожно-венерологический диспансер»,,,3502
39377,Трунова Янина Мечиславовна,"от Ленинской районной организации ОО ""Белорусский союз женщин""",0,8,11099,,,,,,,,,,,3502
39378,Герасименко Татьяна Михайловна,от Ленинской районной организации республиканского ОО «Белая Русь» и от граждан путём подачи заявления,1,4000,7918,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0005%20%D0%93%D0%B5%D1%80%D0%B0%D1%81%D0%B8%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE%20%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0%20%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://gymn-grodno.schools.by/administration/699094,"ГУО ""Гродненская городская гимназия""",,,,,,,,3503
39379,Микитчук Наталья Брониславовна,"от Ленинской районной организации ОО ""Белорусский союз женщин""",2,8,7918,,,,,,,,,,,3503
39380,Панасевич Любовь Юрьевна,"от Гродненской городской организации ""Белорусский профессиональный союз работников образования и науки"" и от граждан рутем подачи заявления",3,4000,7918,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0005%20%D0%9F%D0%B0%D0%BD%D0%B0%D1%81%D0%B5%D0%B2%D0%B8%D1%87%20%D0%9B%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C%20%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://gymn-grodno.schools.by/teacher/568472,"ГУО ""Гродненская городская гимназия""",,,,,,,,3503
39381,Адамчук Светлана Михайловна,от граждан путём подачи заявления,0,4000,7918,,,,,,,,,,,3503
39382,Анисимова Юлия Ивановна,от собрания избирателей трудового коллектива ГУО «Гродненская городская гимназия»,0,1860,7918,,,,,,,,«Гродненская городская гимназия»,,,3503
39383,Булай Елена Анатольевна,от граждан путём подачи заявления,0,4000,NULL,,,,,,,,,,,3503
39384,Городко Юрий Константинович,от граждан путём подачи заявления,0,4000,7918,,,,,,,,,,,3503
39385,Жебрун Дарья Сергеевна,"от Ленинской районной организации ""Белорусский фонд мира""",0,15,7918,,,,,,,,,,,3503
39386,Иванова Анастасия Юрьевна,от Гродненского городского комитета ОО «БРСМ»,0,11,7918,,,,,,,,,,,3503
39387,Иванова Елена Владимировна,"от Гродненской городской организации ""Белорусское Общество Красного Креста""",0,5,7918,,,,,,,,,,,3503
39388,Кондакова Елена Юрьевна,от граждан путём подачи заявления,0,4000,7918,,,,,,,,,,,3503
39389,Кулина Ирина Францевна,от граждан путём подачи заявления,0,4000,7918,,,,,,,,,,,3503
39390,Пикалович Александр Вячеславович,от Гродненской городской организации ОО «Белорусский союз офицеров»,0,14,7918,,,,,,,,,,,3503
39391,Соловьева Жанна Владимировна,от граждан путём подачи заявления,0,4000,7918,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0005%20%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D1%8C%D0%B5%D0%B2%D0%B0%20%D0%96%D0%B0%D0%BD%D0%BD%D0%B0%20%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://gymn-grodno.schools.by/teacher/566096,"ГУО ""Гродненская городская гимназия""",,,,,,,,3503
39392,Тарарова Ольга Владимировна,от граждан путём подачи заявления,0,4000,7918,,,,,,,,,,,3503
39393,Онегина Галина Владимировна,от собрания избирателей трудового коллектива отделения медицинской реабилитации пациентов неврологического профиля № 1 ГУЗ «Гродненская областная клиническая больница медицинской реабилитации» и от Ленинской районной организации республиканского ОО «Белая Русь»,1,1843,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации» и от Ленинской районной организации республиканского ОО «Белая Русь»,,,3504
39394,Иванова Елена Митрофановна,"от собрания избирателей трудового коллектива терапевтического отделения ГУЗ «Гродненская областная клиническая больница медицинской реабилитации» и Гродненской городской организации ""Белорусское Общество Красного Креста""",2,1843,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации»,,,3504
39395,Вицкая Лариса Владимировна,"от собрания избирателей трудового коллектива отделения медицинской реабилитации пациентов кардиологического профиля ГУЗ «Гродненская областная клиническая больница медицинской реабилитации» и Гродненской областной организации ""Белорусский профессиональный союз работников здравоохранения""",3,25,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации»,,,3504
39396,Кременовский Константин Иванович,от собрания избирателей трудового коллектива диагностического отделения ГУЗ «Гродненская областная клиническая больница медицинской реабилитации»,0,1843,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации»,,,3504
39397,Кулеша Алла Валериановна,от собрания избирателей трудового коллектива отделения медицинской реабилитации пациентов неврологического профиля № 2 ГУЗ «Гродненская областная клиническая больница медицинской реабилитации»,0,1843,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации»,,,3504
39398,Минченко Елена Геннадьевна,от собрания избирателей трудового коллектива приемного отделения ГУЗ «Гродненская областная клиническая больница медицинской реабилитации»,0,1843,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации»,,,3504
39399,Новицкая Татьяна Антоньевна,от собрания избирателей трудового коллектива пульмонологического отделения ГУЗ «Гродненская областная клиническая больница медицинской реабилитации»,0,1843,11066,,,,,,,,«Гродненская областная клиническая больница медицинской реабилитации»,,,3504
39400,Малышко Наталия Александровна,"от собрания избирателей трудового коллектива 5-го педиатрического отделения УЗ «Гродненская областная детская клиническая больница» и Ленинской районной организации ""Белорусский фонд мира""",1,2030,11063,,,,,,,,«Гродненская областная детская клиническая больница»,,,3505
39401,Марушко Ирина Владимировна,"от собрания избирателей трудового коллектива 4-го педиатрического отделения УЗ «Гродненская областная детская клиническая больница» и Гродненской областной организации ""Белорусский профессиональный союз работников здравоохранения""",2,25,11063,,,,,,,,«Гродненская областная детская клиническая больница»,,,3505
39402,Бородич Елена Валерьевна,"от собрания избирателей трудового коллектива 10-го отделения анестезиологии и реанимации УЗ «Гродненская областная детская клиническая больница» и от Гродненской городской организации ""Белорусское Общество Красного Креста""",3,2030,11063,,,,,,,,«Гродненская областная детская клиническая больница»,,,3505
39403,Белозер Валентина Эдвардовна,от собрания избирателей трудового коллектива 8-го хирургического отделения УЗ «Гродненская областная детская клиническая больница»,0,2030,11063,,,,,,,,«Гродненская областная детская клиническая больница»,,,3505
39404,Клочко Александр Иванович,от собрания избирателей трудового коллектива 9-го отделения анестезиологии и реанимации УЗ «Гродненская областная детская клиническая больница»,0,2030,11063,,,,,,,,«Гродненская областная детская клиническая больница»,,,3505
39405,Лисицына Светлана Степановна,от собрания избирателей трудового коллектива 2-го отделения для новорожденных и недоношенных детей УЗ «Гродненская областная детская клиническая больница» и Ленинской районной организации республиканского ОО «Белая Русь»,0,2030,11063,,,,,,,,«Гродненская областная детская клиническая больница» и Ленинской районной организации республиканского ОО «Белая Русь»,,,3505
39406,Хмеленко Александр Викторович,от собрания избирателей трудового коллектива 7-го хирургического отделения УЗ «Гродненская областная детская клиническая больница»,0,2030,11063,,,,,,,,«Гродненская областная детская клиническая больница»,,,3505
39407,Зинчук Елена Андреевна,от собрания избирателей трудового коллектива ГУО «Гимназия № 10 г. Гродно»,1,1850,4843,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0008%20%D0%97%D0%B8%D0%BD%D1%87%D1%83%D0%BA%20%D0%95%D0%BB%D0%B5%D0%BD%D0%B0%20%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0.jpeg,https://gymn10grodno.schools.by/director/271214,"ГУО ""Гимназия № 10 г. Гродно""",,,,,«Гимназия № 10 г. Гродно»,,,3506
39408,Жук Алина Казимировна,"от Гродненской городской организации ""Белорусское Общество Красного Креста""",2,5,4843,https://members2020by.s3.eu-north-1.amazonaws.com/04-021-0008%20%D0%96%D1%83%D0%BA%20%D0%90%D0%BB%D0%B8%D0%BD%D0%B0%20%D0%9A%D0%B0%D0%B7%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0.jpeg,https://gymn10grodno.schools.by/administration/283713,"ГУО ""Гимназия № 10 г. Гродно""",,,,,,,,3506
39409,Мелешко Ирина Михайловна,"от Ленинской районной организации ОО ""Белорусский союз женщин""",3,8,4843,,,,,,,,,,,3506
39410,Авдевич Наталья Владимировна,от собрания трудового коллектива ООО «Тринити Инвест»,0,NULL,13459,,,,,,,,«Тринити Инвест»,,,3506
